"","model","metric","mean"
"126","111","mean.phylo",0.00935165515574058
"127","1110","mean.phylo",0.00233436263397038
"128","1111","mean.phylo",0.00167868841018208
"129","1112","mean.phylo",0.00240061007216555
"130","1113","mean.phylo",0.00218653449551398
"131","1114","mean.phylo",0.00612808156261925
"132","1115","mean.phylo",0.00293716715675494
"133","1116","mean.phylo",0.00560338885408037
"134","1117","mean.phylo",0.0033276107655373
"135","1118","mean.phylo",0.00368099341621456
"136","1119","mean.phylo",0.00336771221813249
"137","112","mean.phylo",0.00222254184862113
"138","1120","mean.phylo",0.00297649232185657
"139","1121","mean.phylo",0.00453389411603481
"140","1122","mean.phylo",0.00541326670591755
"141","1123","mean.phylo",0.00490438661708763
"142","1124","mean.phylo",0.00238241165113717
"143","1125","mean.phylo",0.0064266078435361
"144","1126","mean.phylo",0.00645832422623014
"145","1127","mean.phylo",0.00216764362168678
"146","1128","mean.phylo",0.00307664046928869
"147","1129","mean.phylo",0.00381408673894744
"148","113","mean.phylo",0.00274760150095181
"149","1130","mean.phylo",0.00159801876818208
"150","1131","mean.phylo",0.00433817294657218
"151","1132","mean.phylo",0.0024736159634876
"152","1133","mean.phylo",0.00235116865079584
"153","1134","mean.phylo",0.00253155141171239
"154","1135","mean.phylo",0.00348936840323087
"155","1136","mean.phylo",0.00531053548247468
"156","1137","mean.phylo",0.00486583702150584
"157","1138","mean.phylo",0.0029346633997543
"158","1139","mean.phylo",0.00274930556351726
"159","114","mean.phylo",0.00363465450285323
"160","1140","mean.phylo",0.0043172510703446
"161","1141","mean.phylo",0.00203334364924972
"162","1142","mean.phylo",0.0045573876187558
"163","1143","mean.phylo",0.00303056471906552
"164","1144","mean.phylo",0.00823415856183021
"165","1145","mean.phylo",0.00497587444560806
"166","1146","mean.phylo",0.00155696054275991
"167","1147","mean.phylo",0.00349737143769607
"168","1148","mean.phylo",0.0024712882374034
"169","1149","mean.phylo",0.00421321764887122
"170","115","mean.phylo",0.0114464152428358
"171","1150","mean.phylo",0.00416216457296164
"172","1151","mean.phylo",0.00344519937669036
"173","1152","mean.phylo",0.00263131202920292
"174","1153","mean.phylo",0.00509356775574562
"175","1154","mean.phylo",0.0133952893188253
"176","1155","mean.phylo",0.00695721025379531
"177","1156","mean.phylo",0.00530156045925521
"178","1157","mean.phylo",0.00501710348790383
"179","1158","mean.phylo",0.00430745236498784
"180","1159","mean.phylo",0.00349630047295096
"181","116","mean.phylo",0.00821753971117995
"182","1160","mean.phylo",0.00402478249917595
"183","1161","mean.phylo",0.00333921558979133
"184","1162","mean.phylo",0.00383239516188721
"185","1163","mean.phylo",0.00152795989542512
"186","1164","mean.phylo",0.00537613937234566
"187","1165","mean.phylo",0.00966747137398324
"188","1166","mean.phylo",0.00945717050277783
"189","1167","mean.phylo",0.00729748036628892
"190","1168","mean.phylo",0.00564942562975808
"191","1169","mean.phylo",0.000936893245253822
"192","117","mean.phylo",0.00446831008531491
"193","1170","mean.phylo",0.0019891461932067
"194","1171","mean.phylo",0.00325700044537802
"195","1172","mean.phylo",0.00304267364053423
"196","1173","mean.phylo",0.00361838348611391
"197","1174","mean.phylo",0.00630592614821137
"198","1175","mean.phylo",0.00869512949745148
"199","1176","mean.phylo",0.00647483685645164
"200","1177","mean.phylo",0.0038328745908045
"201","1178","mean.phylo",0.00298269108144003
"202","1179","mean.phylo",0.00713492771429372
"203","118","mean.phylo",0.00474372929917369
"204","1180","mean.phylo",0.00665249204140182
"205","1181","mean.phylo",0.00576246302258071
"206","1182","mean.phylo",0.00660515664190423
"207","1183","mean.phylo",0.00795407807294811
"208","1184","mean.phylo",0.00849926143032622
"209","1185","mean.phylo",0.00346369389941857
"210","1186","mean.phylo",0.00467866981876226
"211","1187","mean.phylo",0.00339497928041612
"212","1188","mean.phylo",0.00691436575428716
"213","1189","mean.phylo",0.0066406218804662
"214","119","mean.phylo",0.00470486861074608
"215","1190","mean.phylo",0.00968554523774643
"216","1191","mean.phylo",0.00550003471239421
"217","1192","mean.phylo",0.00834595865158475
"218","1193","mean.phylo",0.00860589451237077
"219","1194","mean.phylo",0.00480430794498017
"220","1195","mean.phylo",0.00267065670992907
"221","1196","mean.phylo",0.00939681268635417
"222","1197","mean.phylo",0.00555832221335875
"223","1198","mean.phylo",0.00269218528079279
"224","1199","mean.phylo",0.0041240962776792
"225","12","mean.phylo",0.00355483486821571
"226","120","mean.phylo",0.0053642938487744
"227","1200","mean.phylo",0.00332098074885819
"228","1201","mean.phylo",0.00194884791048037
"229","1202","mean.phylo",0.0020511849853146
"230","1203","mean.phylo",0.00332618835318892
"231","1204","mean.phylo",0.00319824809806208
"232","1205","mean.phylo",0.0023355760237609
"233","1206","mean.phylo",0.00292236347386822
"234","1207","mean.phylo",0.00221056044152283
"235","1208","mean.phylo",0.00244842060020251
"236","1209","mean.phylo",0.00438867485328421
"237","121","mean.phylo",0.00941008958335441
"238","1210","mean.phylo",0.00379264005569157
"239","1211","mean.phylo",0.00191778301507499
"240","1212","mean.phylo",0.00502312735212181
"241","1213","mean.phylo",0.00233166188848081
"242","1214","mean.phylo",0.00264923465052028
"243","1215","mean.phylo",0.00313757281792217
"244","1216","mean.phylo",0.00291912416544275
"245","1217","mean.phylo",0.00364089338831137
"246","1218","mean.phylo",0.00367493715999804
"247","1219","mean.phylo",0.00457825894484273
"248","122","mean.phylo",0.00137872711477201
"249","1220","mean.phylo",0.00357382290061923
"250","1221","mean.phylo",0.00335648705975397
"251","1222","mean.phylo",0.00370929003244527
"252","1223","mean.phylo",0.00456023824474368
"253","1224","mean.phylo",0.00601397500081856
"254","1225","mean.phylo",0.00602369083369786
"255","1226","mean.phylo",0.0104515167680341
"256","1227","mean.phylo",0.0079366790879286
"257","1228","mean.phylo",0.00482312666599614
"258","1229","mean.phylo",0.00504539111657039
"259","123","mean.phylo",0.00121187741635138
"260","1230","mean.phylo",0.00626176067826862
"261","1231","mean.phylo",0.003450933440674
"262","1232","mean.phylo",0.00182878211077097
"263","1233","mean.phylo",0.00359934384657993
"264","1234","mean.phylo",0.00592179109035492
"265","1235","mean.phylo",0.00684364640722601
"266","1236","mean.phylo",0.00562443563535908
"267","1237","mean.phylo",0.0042653726615233
"268","1238","mean.phylo",0.00412301369855314
"269","1239","mean.phylo",0.00353149141690514
"270","124","mean.phylo",0.00527660944433948
"271","1240","mean.phylo",0.00226100181058212
"272","1241","mean.phylo",0.0016583809879622
"273","1242","mean.phylo",0.00140841046831788
"274","1243","mean.phylo",0.00165916510658977
"275","1244","mean.phylo",0.00430494555984252
"276","1245","mean.phylo",0.00573955513942097
"277","1246","mean.phylo",0.00233898439079328
"278","1247","mean.phylo",0.00616025870631016
"279","1248","mean.phylo",0.00460711317964286
"280","1249","mean.phylo",0.00272857627437107
"281","125","mean.phylo",0.00656719770860168
"282","1250","mean.phylo",0.00453510211259627
"283","1251","mean.phylo",0.011698265300825
"284","1252","mean.phylo",0.00417875527959033
"285","1253","mean.phylo",0.00539325935073626
"286","1254","mean.phylo",0.00504501101829951
"287","1255","mean.phylo",0.00510212387980866
"288","1256","mean.phylo",0.00374662958668368
"289","1257","mean.phylo",0.00115048826894969
"290","1258","mean.phylo",0.00281097838038845
"291","1259","mean.phylo",0.00286566469350013
"292","126","mean.phylo",0.00240574010429759
"293","1260","mean.phylo",0.00233313954801274
"294","1261","mean.phylo",0.00145844660210318
"295","1262","mean.phylo",0.00238118504260011
"296","1263","mean.phylo",0.00269360358728509
"297","1264","mean.phylo",0.00651250391416272
"298","1265","mean.phylo",0.0037334086652725
"299","1266","mean.phylo",0.00380850885716335
"300","1267","mean.phylo",0.000915267384845968
"301","1268","mean.phylo",0.00161629742607686
"302","1269","mean.phylo",0.00268195860982216
"303","127","mean.phylo",0.00251999881079989
"304","1270","mean.phylo",0.00211751568934593
"305","1271","mean.phylo",0.00367159949860516
"306","1272","mean.phylo",0.00553694792000744
"307","1273","mean.phylo",0.00667458718859636
"308","1274","mean.phylo",0.00344412954702084
"309","1275","mean.phylo",0.00297676344470323
"310","1276","mean.phylo",0.00324401135597221
"311","1277","mean.phylo",0.00572723591252059
"312","1278","mean.phylo",0.00348831727196522
"313","1279","mean.phylo",0.00326305840023546
"314","128","mean.phylo",0.00241197924155591
"315","1280","mean.phylo",0.00341720058560419
"316","1281","mean.phylo",0.00218824764197784
"317","1282","mean.phylo",0.00382295060749824
"318","1283","mean.phylo",0.00482864905730475
"319","1284","mean.phylo",0.00816498873284596
"320","1285","mean.phylo",0.00353498459636806
"321","1286","mean.phylo",0.00257991053361464
"322","1287","mean.phylo",0.00296650277785417
"323","1288","mean.phylo",0.00234140475940415
"324","1289","mean.phylo",0.00189640194991575
"325","129","mean.phylo",0.00369774856833849
"326","1290","mean.phylo",0.00289582701889146
"327","1291","mean.phylo",0.00391697614336377
"328","1292","mean.phylo",0.00409779188987481
"329","1293","mean.phylo",0.00238464214253468
"330","1294","mean.phylo",0.00283203811624813
"331","1295","mean.phylo",0.00406317767926601
"332","1296","mean.phylo",0.00618974809950085
"333","1297","mean.phylo",0.00532106476335174
"334","1298","mean.phylo",0.00337692194276149
"335","1299","mean.phylo",0.00423727773614987
"336","13","mean.phylo",0.00236303086040713
"337","130","mean.phylo",0.00289207520560547
"338","1300","mean.phylo",0.00561314460142484
"339","1301","mean.phylo",0.00376905302746301
"340","1302","mean.phylo",0.00358195914029016
"341","1303","mean.phylo",0.00203761099564105
"342","1304","mean.phylo",0.00197432144533542
"343","1305","mean.phylo",0.0029636405647225
"344","1306","mean.phylo",0.00112031333090664
"345","1307","mean.phylo",0.00155161184900399
"346","1308","mean.phylo",0.00125773580756326
"347","1309","mean.phylo",0.00212287260468487
"348","131","mean.phylo",0.00307898733300195
"349","1310","mean.phylo",0.0054048605904728
"350","1311","mean.phylo",0.00537274446245435
"351","1312","mean.phylo",0.00691314536390311
"352","1313","mean.phylo",0.0106171930549506
"353","1314","mean.phylo",0.00545727294137247
"354","1315","mean.phylo",0.00532623455120733
"355","1316","mean.phylo",0.00618574620732825
"356","1317","mean.phylo",0.0100252425205117
"357","1318","mean.phylo",0.00614207093124142
"358","1319","mean.phylo",0.00744240679996119
"359","132","mean.phylo",0.00415945632250895
"360","1320","mean.phylo",0.00434992296461419
"361","1321","mean.phylo",0.00193666736623272
"362","1322","mean.phylo",0.00412769141078651
"363","1323","mean.phylo",0.0018633135016147
"364","1324","mean.phylo",0.00271810975399552
"365","1325","mean.phylo",0.00187562238700516
"366","1326","mean.phylo",0.003366240927566
"367","1327","mean.phylo",0.00373351715646557
"368","1328","mean.phylo",0.00273807082198927
"369","1329","mean.phylo",0.00407917407042673
"370","133","mean.phylo",0.00329048324842422
"371","1330","mean.phylo",0.00587224544494841
"372","1331","mean.phylo",0.0025666845301643
"373","1332","mean.phylo",0.00161278635035277
"374","1333","mean.phylo",0.0027620811865434
"375","1334","mean.phylo",0.00214982727620381
"376","1335","mean.phylo",0.0036749818863686
"377","1336","mean.phylo",0.00578304888793841
"378","1337","mean.phylo",0.00652715886962302
"379","1338","mean.phylo",0.00266372302791797
"380","1339","mean.phylo",0.00629457141371148
"381","134","mean.phylo",0.00349425669102531
"382","1340","mean.phylo",0.00868448221596927
"383","1341","mean.phylo",0.0100981719664936
"384","1342","mean.phylo",0.00480497092578651
"385","1343","mean.phylo",0.00236853551087649
"386","1344","mean.phylo",0.00363761236115154
"387","1345","mean.phylo",0.0027946424757197
"388","1346","mean.phylo",0.000904444943533457
"389","1347","mean.phylo",0.00305142371516647
"390","1348","mean.phylo",0.00224691022848734
"391","1349","mean.phylo",0.00107424037446306
"392","135","mean.phylo",0.0025305891248096
"393","1350","mean.phylo",0.00283604072996832
"394","1351","mean.phylo",0.00112470065975276
"395","1352","mean.phylo",0.00390698336402593
"396","1353","mean.phylo",0.00247953205558103
"397","1354","mean.phylo",0.00358504690013265
"398","1355","mean.phylo",0.00667978282206559
"399","1356","mean.phylo",0.00377653726877605
"400","1357","mean.phylo",0.00620772753322013
"401","1358","mean.phylo",0.00567087897750033
"402","1359","mean.phylo",0.0019174948968954
"403","136","mean.phylo",0.00289269609794584
"404","1360","mean.phylo",0.00176583531427187
"405","1361","mean.phylo",0.000951354348063756
"406","1362","mean.phylo",0.00199794376726348
"407","1363","mean.phylo",0.00300347498125421
"408","1364","mean.phylo",0.00500057806014058
"409","1365","mean.phylo",0.00387549758213335
"410","1366","mean.phylo",0.00283196679219382
"411","1367","mean.phylo",0.00631136023321511
"412","1368","mean.phylo",0.00587063755697096
"413","1369","mean.phylo",0.00277942291744192
"414","137","mean.phylo",0.00330265142116148
"415","1370","mean.phylo",0.00289844154845356
"416","1371","mean.phylo",0.00438943635568044
"417","1372","mean.phylo",0.00279461379956291
"418","1373","mean.phylo",0.00337175363570777
"419","1374","mean.phylo",0.00566910554045398
"420","1375","mean.phylo",0.00470582559299721
"421","1376","mean.phylo",0.00159855966456172
"422","1377","mean.phylo",0.0023017938879142
"423","1378","mean.phylo",0.0026337815327926
"424","1379","mean.phylo",0.00453608376489763
"425","138","mean.phylo",0.00303212120513801
"426","1380","mean.phylo",0.00462712510411665
"427","1381","mean.phylo",0.00604937111099513
"428","1382","mean.phylo",0.00325634732872255
"429","1383","mean.phylo",0.00196686993483351
"430","1384","mean.phylo",0.00289361783775674
"431","1385","mean.phylo",0.00314731784100392
"432","1386","mean.phylo",0.00593211889002851
"433","1387","mean.phylo",0.00295783369685303
"434","1388","mean.phylo",0.00504258021257547
"435","1389","mean.phylo",0.00264449296016105
"436","139","mean.phylo",0.00264046812962399
"437","1390","mean.phylo",0.00275397334934723
"438","1391","mean.phylo",0.000994740459719005
"439","1392","mean.phylo",0.00172701960151236
"440","1393","mean.phylo",0.00351111546102532
"441","1394","mean.phylo",0.00376230998455074
"442","1395","mean.phylo",0.00208035557620562
"443","1396","mean.phylo",0.0051551296891517
"444","1397","mean.phylo",0.00351992862053012
"445","1398","mean.phylo",0.00246451584982533
"446","1399","mean.phylo",0.00254195674243404
"447","14","mean.phylo",0.00334650825662582
"448","140","mean.phylo",0.00223905451787188
"449","1400","mean.phylo",0.00326638637901607
"450","1401","mean.phylo",0.00441905852685768
"451","1402","mean.phylo",0.00139141848265303
"452","1403","mean.phylo",0.00342201040687062
"453","1404","mean.phylo",0.00242110596297185
"454","1405","mean.phylo",0.00285254841949472
"455","1406","mean.phylo",0.00577161057505186
"456","1407","mean.phylo",0.00370459354357468
"457","1408","mean.phylo",0.00226996990727069
"458","1409","mean.phylo",0.00222991489154785
"459","141","mean.phylo",0.00232740667813971
"460","1410","mean.phylo",0.0038647867853028
"461","1411","mean.phylo",0.0013561535292823
"462","1412","mean.phylo",0.00192169803002414
"463","1413","mean.phylo",0.00290964770551732
"464","1414","mean.phylo",0.00713256621286141
"465","1415","mean.phylo",0.0097535061600031
"466","1416","mean.phylo",0.005746746169557
"467","1417","mean.phylo",0.00529527541534165
"468","1418","mean.phylo",0.00405251962101887
"469","1419","mean.phylo",0.00288079536769151
"470","142","mean.phylo",0.00226776830281681
"471","1420","mean.phylo",0.00497870757623965
"472","1421","mean.phylo",0.00483169104401726
"473","1422","mean.phylo",0.00215219154959573
"474","1423","mean.phylo",0.00256103707914751
"475","1424","mean.phylo",0.00245370729578059
"476","1425","mean.phylo",0.00357803037970293
"477","1426","mean.phylo",0.00110128685978111
"478","1427","mean.phylo",0.00302239305212924
"479","1428","mean.phylo",0.00286594441077336
"480","1429","mean.phylo",0.00164716588499468
"481","143","mean.phylo",0.00107177029984362
"482","1430","mean.phylo",0.00107218090105869
"483","1431","mean.phylo",0.00248083323034751
"484","1432","mean.phylo",0.00424073379137285
"485","1433","mean.phylo",0.00237625140583396
"486","1434","mean.phylo",0.00380771972393393
"487","1435","mean.phylo",0.00558027993121502
"488","1436","mean.phylo",0.00711684343882159
"489","1437","mean.phylo",0.0075236952723272
"490","1438","mean.phylo",0.00817037698554453
"491","1439","mean.phylo",0.00220871071945253
"492","144","mean.phylo",0.00170672396264299
"493","1440","mean.phylo",0.00339623301542903
"494","1441","mean.phylo",0.00377846751519592
"495","1442","mean.phylo",0.00202575395524555
"496","1443","mean.phylo",0.00246622588162597
"497","1444","mean.phylo",0.00287108131406745
"498","1445","mean.phylo",0.00427645401434012
"499","1446","mean.phylo",0.00405197839851683
"500","1447","mean.phylo",0.00227606242232534
"501","1448","mean.phylo",0.00616639050944683
"502","1449","mean.phylo",0.00326289144592764
"503","145","mean.phylo",0.00212577298219314
"504","1450","mean.phylo",0.00313681784515471
"505","1451","mean.phylo",0.00610069859870696
"506","1452","mean.phylo",0.00463810705305774
"507","1453","mean.phylo",0.00494842187826226
"508","1454","mean.phylo",0.00351285968809381
"509","1455","mean.phylo",0.00609551551477744
"510","1456","mean.phylo",0.00601356215248203
"511","1457","mean.phylo",0.00889516084014187
"512","1458","mean.phylo",0.00506675009390871
"513","1459","mean.phylo",0.00547405504302231
"514","146","mean.phylo",0.000936613508213489
"515","1460","mean.phylo",0.00330083524716688
"516","1461","mean.phylo",0.00711131798950947
"517","1462","mean.phylo",0.00340808830440664
"518","1463","mean.phylo",0.00331046838069467
"519","1464","mean.phylo",0.00190145546808738
"520","1465","mean.phylo",0.0033802023034774
"521","1466","mean.phylo",0.00346825251712786
"522","1467","mean.phylo",0.00253273669066666
"523","1468","mean.phylo",0.000748803508589696
"524","1469","mean.phylo",0.00237027967493937
"525","147","mean.phylo",0.00274819570237509
"526","1470","mean.phylo",0.00338411838828752
"527","1471","mean.phylo",0.00181172458628404
"528","1472","mean.phylo",0.00164733317053583
"529","1473","mean.phylo",0.000812680660665247
"530","1474","mean.phylo",0.00112800681027513
"531","1475","mean.phylo",0.0034196386832382
"532","1476","mean.phylo",0.00262764677979301
"533","1477","mean.phylo",0.00382645320053876
"534","1478","mean.phylo",0.00350940730739367
"535","1479","mean.phylo",0.0039665419721369
"536","148","mean.phylo",0.00878223576969714
"537","1480","mean.phylo",0.00494461606383329
"538","1481","mean.phylo",0.0043135093480692
"539","1482","mean.phylo",0.00241424121400548
"540","1483","mean.phylo",0.00414436611029155
"541","1484","mean.phylo",0.00471860538297721
"542","1485","mean.phylo",0.00486469841291251
"543","1486","mean.phylo",0.00469938756262441
"544","1487","mean.phylo",0.00425020865756005
"545","1488","mean.phylo",0.00442671688949889
"546","1489","mean.phylo",0.00922093356777716
"547","149","mean.phylo",0.00613258854325481
"548","1490","mean.phylo",0.0060785045352644
"549","1491","mean.phylo",0.00364396341697546
"550","1492","mean.phylo",0.00342717794864354
"551","1493","mean.phylo",0.00230933885446844
"552","1494","mean.phylo",0.00251006602583123
"553","1495","mean.phylo",0.00473974704693223
"554","1496","mean.phylo",0.00282202414199221
"555","1497","mean.phylo",0.00399835147104602
"556","1498","mean.phylo",0.00360303805661069
"557","1499","mean.phylo",0.00685385455038364
"558","15","mean.phylo",0.00260438883901021
"559","150","mean.phylo",0.00299765541336669
"560","1500","mean.phylo",0.00377742398990409
"561","1501","mean.phylo",0.0039904492837339
"562","1502","mean.phylo",0.00412347646625805
"563","1503","mean.phylo",0.00374776223694744
"564","1504","mean.phylo",0.00603805860815087
"565","1505","mean.phylo",0.00237605508328009
"566","1506","mean.phylo",0.00254598728540576
"567","1507","mean.phylo",0.00466909027010824
"568","1508","mean.phylo",0.00323431497183943
"569","1509","mean.phylo",0.00230375904263621
"570","151","mean.phylo",0.00163200361809365
"571","1510","mean.phylo",0.00203293591556578
"572","1511","mean.phylo",0.00653070510563378
"573","1512","mean.phylo",0.00307400179545998
"574","1513","mean.phylo",0.00341376114705874
"575","1514","mean.phylo",0.000998704178741033
"576","1515","mean.phylo",0.00241630088891553
"577","1516","mean.phylo",0.00532432290651995
"578","1517","mean.phylo",0.00727632102406908
"579","1518","mean.phylo",0.00307282346882504
"580","1519","mean.phylo",0.00195408056536047
"581","152","mean.phylo",0.00313725573950106
"582","1520","mean.phylo",0.00286897686516488
"583","1521","mean.phylo",0.00277753522368162
"584","1522","mean.phylo",0.00420573644951849
"585","1523","mean.phylo",0.00505919428226331
"586","1524","mean.phylo",0.00593749623307977
"587","1525","mean.phylo",0.00344279059610757
"588","1526","mean.phylo",0.00214396624256253
"589","1527","mean.phylo",0.00531945038697134
"590","1528","mean.phylo",0.00245829407673327
"591","1529","mean.phylo",0.00166093221798691
"592","153","mean.phylo",0.00359604439651438
"593","1530","mean.phylo",0.00893561759211275
"594","1531","mean.phylo",0.00214218413652966
"595","1532","mean.phylo",0.002956904984424
"596","1533","mean.phylo",0.00723747854793617
"597","1534","mean.phylo",0.00432349350570974
"598","1535","mean.phylo",0.00448946405439349
"599","1536","mean.phylo",0.00101937847453524
"600","1537","mean.phylo",0.00229773712447611
"601","1538","mean.phylo",0.0026188176005931
"602","1539","mean.phylo",0.00431290328141453
"603","154","mean.phylo",0.00170680554142957
"604","1540","mean.phylo",0.00828169528887
"605","1541","mean.phylo",0.00318947350077161
"606","1542","mean.phylo",0.00263688878361504
"607","1543","mean.phylo",0.00385908793019258
"608","1544","mean.phylo",0.0029283467092051
"609","1545","mean.phylo",0.00105184902674917
"610","1546","mean.phylo",0.00447486166933525
"611","1547","mean.phylo",0.00602200149544307
"612","1548","mean.phylo",0.00397577164944753
"613","1549","mean.phylo",0.00351449120670757
"614","155","mean.phylo",0.00110056049588497
"615","1550","mean.phylo",0.00307272715382374
"616","1551","mean.phylo",0.0030528781704233
"617","1552","mean.phylo",0.00197869457389931
"618","1553","mean.phylo",0.00417930689391258
"619","1554","mean.phylo",0.00148202929091143
"620","1555","mean.phylo",0.00652561895497351
"621","1556","mean.phylo",0.00419291456159963
"622","1557","mean.phylo",0.00205589405214701
"623","1558","mean.phylo",0.00388008231113467
"624","1559","mean.phylo",0.00181162847605404
"625","156","mean.phylo",0.00225396828952925
"626","1560","mean.phylo",0.00109161494057766
"627","1561","mean.phylo",0.00262752436447524
"628","1562","mean.phylo",0.0019376275490013
"629","1563","mean.phylo",0.00373702386253084
"630","1564","mean.phylo",0.00500005385057412
"631","1565","mean.phylo",0.00733470053947924
"632","1566","mean.phylo",0.00239783757967468
"633","1567","mean.phylo",0.00205820413789293
"634","1568","mean.phylo",0.00195953821758388
"635","1569","mean.phylo",0.00180090682447358
"636","157","mean.phylo",0.00428422100953806
"637","1570","mean.phylo",0.00449065286819927
"638","1571","mean.phylo",0.00512269267266842
