"","model","metric","mean"
"5703","613","mean.phylo",0.000386823638446026
"5704","6130","mean.phylo",0.00177559198403551
"5705","6131","mean.phylo",0.00302206204489308
"5706","6132","mean.phylo",0.00181740927023308
"5707","6133","mean.phylo",0.00180079670721336
"5708","6134","mean.phylo",0.00235723641815355
"5709","6135","mean.phylo",0.00393934870558118
"5710","6136","mean.phylo",0.00851587106300974
"5711","6137","mean.phylo",0.00497123969561364
"5712","6138","mean.phylo",0.00334031439084229
"5713","6139","mean.phylo",0.00357874258490602
"5714","614","mean.phylo",0.00327577946820469
"5715","6140","mean.phylo",0.00555771464321241
"5716","6141","mean.phylo",0.00445634048589174
"5717","6142","mean.phylo",0.00436033314607067
"5718","6143","mean.phylo",0.00443431431020989
"5719","6144","mean.phylo",0.00225121187402271
"5720","6145","mean.phylo",0.000843083284930163
"5721","6146","mean.phylo",0.00316791551026177
"5722","6147","mean.phylo",0.00509633166409885
"5723","6148","mean.phylo",0.00749039982082534
"5724","6149","mean.phylo",0.00461546341673948
"5725","615","mean.phylo",0.00176855774922802
"5726","6150","mean.phylo",0.00377864440001092
"5727","6151","mean.phylo",0.00211836242653366
"5728","6152","mean.phylo",0.0037110444355563
"5729","6153","mean.phylo",0.00254885351405619
"5730","6154","mean.phylo",0.00341219020621094
"5731","6155","mean.phylo",0.00249982449478921
"5732","6156","mean.phylo",0.00118855697527526
"5733","6157","mean.phylo",0.00195371249930073
"5734","6158","mean.phylo",0.00549593396957006
"5735","6159","mean.phylo",0.00381768617574853
"5736","616","mean.phylo",0.00211200874755778
"5737","6160","mean.phylo",0.00244179265713483
"5738","6161","mean.phylo",0.00235698955299817
"5739","6162","mean.phylo",0.00234798477205023
"5740","6163","mean.phylo",0.00312222045398082
"5741","6164","mean.phylo",0.00134349200238071
"5742","6165","mean.phylo",0.0018673101990275
"5743","6166","mean.phylo",0.00149967418512562
"5744","6167","mean.phylo",0.0045271233992162
"5745","6168","mean.phylo",0.00379499575280224
"5746","6169","mean.phylo",0.00170160044649142
"5747","617","mean.phylo",0.00269256675727788
"5748","6170","mean.phylo",0.00203126526640418
"5749","6171","mean.phylo",0.00293287400080953
"5750","6172","mean.phylo",0.00390160529202105
"5751","6173","mean.phylo",0.00516197676767431
"5752","6174","mean.phylo",0.00189571625485106
"5753","6175","mean.phylo",0.00182736548142972
"5754","6176","mean.phylo",0.00636364630367797
"5755","6177","mean.phylo",0.00360975781847789
"5756","6178","mean.phylo",0.00313276559006663
"5757","6179","mean.phylo",0.00205612957575533
"5758","618","mean.phylo",0.000952937507575738
"5759","6180","mean.phylo",0.00370326906517956
"5760","6181","mean.phylo",0.00680392669550709
"5761","6182","mean.phylo",0.00533042328862261
"5762","6183","mean.phylo",0.00266065746013147
"5763","6184","mean.phylo",0.00583685611614368
"5764","6185","mean.phylo",0.00627981842073969
"5765","6186","mean.phylo",0.00418418313969918
"5766","6187","mean.phylo",0.00337043530707461
"5767","6188","mean.phylo",0.002037069074859
"5768","6189","mean.phylo",0.00287533225531877
"5769","619","mean.phylo",0.00400384639439229
"5770","6190","mean.phylo",0.00345144640397092
"5771","6191","mean.phylo",0.00349396385225844
"5772","6192","mean.phylo",0.00600033076643992
"5773","6193","mean.phylo",0.0102116783428081
"5774","6194","mean.phylo",0.0065888861596121
"5775","6195","mean.phylo",0.00559392102527965
"5776","6196","mean.phylo",0.00325826194636673
"5777","6197","mean.phylo",0.00257861452237167
"5778","6198","mean.phylo",0.0020501878578925
"5779","6199","mean.phylo",0.00306296363583841
"5780","62","mean.phylo",0.00368277190554025
"5781","620","mean.phylo",0.00645139337056695
"5782","6200","mean.phylo",0.00428902506068805
"5783","6201","mean.phylo",0.00469034595810112
"5784","6202","mean.phylo",0.00339686466431503
"5785","6203","mean.phylo",0.00324446806905771
"5786","6204","mean.phylo",0.00319335179401941
"5787","6205","mean.phylo",0.00478958185601352
"5788","6206","mean.phylo",0.00242133144125801
"5789","6207","mean.phylo",0.0018837123124551
"5790","6208","mean.phylo",0.00357868362670469
"5791","6209","mean.phylo",0.00401852445917075
"5792","621","mean.phylo",0.00556727222652434
"5793","6210","mean.phylo",0.00574553236873658
"5794","6211","mean.phylo",0.00326608727869789
"5795","6212","mean.phylo",0.00280416519451446
"5796","6213","mean.phylo",0.00252225562063236
"5797","6214","mean.phylo",0.00127531068477704
"5798","6215","mean.phylo",0.00230640597866356
"5799","6216","mean.phylo",0.00170436598619095
"5800","6217","mean.phylo",0.000786951772658613
"5801","6218","mean.phylo",0.00303925144523079
"5802","6219","mean.phylo",0.00384225411251045
"5803","622","mean.phylo",0.000596051116345868
"5804","6220","mean.phylo",0.00535384739440678
"5805","6221","mean.phylo",0.00428595972713445
"5806","6222","mean.phylo",0.00792989508851196
"5807","6223","mean.phylo",0.00269606499653566
"5808","6224","mean.phylo",0.00187473494793366
"5809","6225","mean.phylo",0.00225076478285668
"5810","6226","mean.phylo",0.00381390588295242
"5811","6227","mean.phylo",0.00410378861756074
"5812","6228","mean.phylo",0.00399694102616313
"5813","6229","mean.phylo",0.00516253071054429
"5814","623","mean.phylo",0.0014861492518485
"5815","6230","mean.phylo",0.00412542519626412
"5816","6231","mean.phylo",0.00527567675965677
"5817","6232","mean.phylo",0.00931257105769872
"5818","6233","mean.phylo",0.00768480297750495
"5819","6234","mean.phylo",0.011051802289197
"5820","6235","mean.phylo",0.00590654271631688
"5821","6236","mean.phylo",0.00580875721495201
"5822","6237","mean.phylo",0.00320626314878767
"5823","6238","mean.phylo",0.00384756665098939
"5824","6239","mean.phylo",0.00546601317533032
"5825","624","mean.phylo",0.00051571113566197
"5826","6240","mean.phylo",0.00393708687281992
"5827","6241","mean.phylo",0.00169942756785523
"5828","6242","mean.phylo",0.00227604134313073
"5829","6243","mean.phylo",0.00139747377731272
"5830","6244","mean.phylo",0.00150895905535362
"5831","6245","mean.phylo",0.00153534964622195
"5832","6246","mean.phylo",0.00148760175247567
"5833","6247","mean.phylo",0.00307121749339587
"5834","6248","mean.phylo",0.00238249351691263
"5835","6249","mean.phylo",0.00130406433193688
"5836","625","mean.phylo",0.00129331841222835
"5837","6250","mean.phylo",0.00301840765938341
"5838","6251","mean.phylo",0.00580361029875783
"5839","6252","mean.phylo",0.00436879613004664
"5840","6253","mean.phylo",0.00609153285333254
"5841","6254","mean.phylo",0.00782195915128831
"5842","6255","mean.phylo",0.00777567470835188
"5843","6256","mean.phylo",0.00519774172341191
"5844","6257","mean.phylo",0.004212678264217
"5845","6258","mean.phylo",0.00364857317366464
"5846","6259","mean.phylo",0.0038557081819303
"5847","626","mean.phylo",0.000837845421669418
"5848","6260","mean.phylo",0.00282753332640488
"5849","6261","mean.phylo",0.00251980744095395
"5850","6262","mean.phylo",0.00594566527837005
"5851","6263","mean.phylo",0.00328893547150454
"5852","6264","mean.phylo",0.00433477485728021
"5853","6265","mean.phylo",0.00271645057167616
"5854","6266","mean.phylo",0.00145750996253291
"5855","6267","mean.phylo",0.00176157307352444
"5856","6268","mean.phylo",0.00267038465146563
"5857","6269","mean.phylo",0.00362916161772189
"5858","627","mean.phylo",0.00359164597207248
"5859","6270","mean.phylo",0.00154683863229619
"5860","6271","mean.phylo",0.00206094358656327
"5861","6272","mean.phylo",0.00833633533416108
"5862","6273","mean.phylo",0.00873672770118555
"5863","6274","mean.phylo",0.00372088942069155
"5864","6275","mean.phylo",0.00199987471655476
"5865","6276","mean.phylo",0.00563766259391246
"5866","6277","mean.phylo",0.00371903423606864
"5867","6278","mean.phylo",0.00595783967559382
"5868","6279","mean.phylo",0.00335049311614042
"5869","628","mean.phylo",0.00526448431399481
"5870","6280","mean.phylo",0.00223999535704813
"5871","6281","mean.phylo",0.002019975169165
"5872","6282","mean.phylo",0.00353516957299974
"5873","6283","mean.phylo",0.00574086724187236
"5874","6284","mean.phylo",0.00246659229819716
"5875","6285","mean.phylo",0.00149692692494542
"5876","6286","mean.phylo",0.00372918187051072
"5877","6287","mean.phylo",0.00387510933185215
"5878","6288","mean.phylo",0.00524637696611287
"5879","6289","mean.phylo",0.00659757651974336
"5880","629","mean.phylo",0.00519888210871777
"5881","6290","mean.phylo",0.0067894182327945
"5882","6291","mean.phylo",0.00739057356423697
"5883","6292","mean.phylo",0.00558764709888038
"5884","6293","mean.phylo",0.0037422689945014
"5885","6294","mean.phylo",0.00286317134995904
"5886","6295","mean.phylo",0.00292824739580765
"5887","6296","mean.phylo",0.00162429916232335
"5888","6297","mean.phylo",0.00242450261398627
"5889","6298","mean.phylo",0.00611958604119675
"5890","6299","mean.phylo",0.00633363321600784
"5891","63","mean.phylo",0.00269220747088115
"5892","630","mean.phylo",0.00785936144847535
"5893","6300","mean.phylo",0.00908670108968116
"5894","6301","mean.phylo",0.00560109374970552
"5895","6302","mean.phylo",0.00459063113840858
"5896","6303","mean.phylo",0.00512136837810537
"5897","6304","mean.phylo",0.00247714793010846
"5898","6305","mean.phylo",0.00108809629945913
"5899","6306","mean.phylo",0.00223494961091895
"5900","6307","mean.phylo",0.00356797013029707
"5901","6308","mean.phylo",0.00416201840384961
"5902","6309","mean.phylo",0.00312618223514973
"5903","631","mean.phylo",0.0031132030086516
"5904","6310","mean.phylo",0.000825563891871477
"5905","6311","mean.phylo",0.00304044736829451
"5906","6312","mean.phylo",0.00253860580967405
"5907","6313","mean.phylo",0.00271446044218823
"5908","6314","mean.phylo",0.00224525454318032
"5909","6315","mean.phylo",0.00351848908116546
"5910","6316","mean.phylo",0.00363939115287091
"5911","6317","mean.phylo",0.0036505034696274
"5912","6318","mean.phylo",0.00442235010448544
"5913","6319","mean.phylo",0.00481151360946364
"5914","632","mean.phylo",0.00473527866954867
"5915","6320","mean.phylo",0.00684979717980657
"5916","6321","mean.phylo",0.00602758546329372
"5917","6322","mean.phylo",0.00707783937782338
"5918","6323","mean.phylo",0.0058330303577605
"5919","6324","mean.phylo",0.00696411758156236
"5920","6325","mean.phylo",0.00589372011987388
"5921","6326","mean.phylo",0.00824251289432633
"5922","6327","mean.phylo",0.00466097130447912
"5923","6328","mean.phylo",0.0021362171800098
"5924","6329","mean.phylo",0.00497812533856233
"5925","633","mean.phylo",0.0126708977792217
"5926","6330","mean.phylo",0.00347352243982086
"5927","6331","mean.phylo",0.00641092296508964
"5928","6332","mean.phylo",0.0086629561842861
"5929","6333","mean.phylo",0.00599372761207185
"5930","6334","mean.phylo",0.0055777383665338
"5931","6335","mean.phylo",0.00636530700152716
"5932","6336","mean.phylo",0.0116586650187831
"5933","6337","mean.phylo",0.0150158558012445
"5934","6338","mean.phylo",0.00919634080755576
"5935","6339","mean.phylo",0.0085057379909015
"5936","634","mean.phylo",0.00742550021333199
"5937","6340","mean.phylo",0.00397658256352187
"5938","6341","mean.phylo",0.0111757114322942
"5939","6342","mean.phylo",0.00918603613378188
"5940","6343","mean.phylo",0.00455036083220769
"5941","6344","mean.phylo",0.0056173767212765
"5942","6345","mean.phylo",0.00497120906762447
"5943","6346","mean.phylo",0.0066512482932117
"5944","6347","mean.phylo",0.0077051082336035
"5945","6348","mean.phylo",0.00629281070173986
"5946","6349","mean.phylo",0.010473314132981
"5947","635","mean.phylo",0.00377985330178195
"5948","6350","mean.phylo",0.00597073368435242
"5949","6351","mean.phylo",0.00466376614410289
"5950","6352","mean.phylo",0.00596377272373167
"5951","6353","mean.phylo",0.00326572492694612
"5952","6354","mean.phylo",0.00325560169062966
"5953","6355","mean.phylo",0.00314854084239513
"5954","6356","mean.phylo",0.00312538079451195
"5955","6357","mean.phylo",0.00899676271776088
"5956","6358","mean.phylo",0.0084405449137515
"5957","6359","mean.phylo",0.00273700858208965
"5958","636","mean.phylo",0.0112404981182835
"5959","6360","mean.phylo",0.00623483773633663
"5960","6361","mean.phylo",0.00287777343979343
"5961","6362","mean.phylo",0.00324583538334297
"5962","6363","mean.phylo",0.00152965751892431
"5963","6364","mean.phylo",0.00357373481949789
"5964","6365","mean.phylo",0.00240421314470563
"5965","6366","mean.phylo",0.0016267812417505
"5966","6367","mean.phylo",0.000667423688621322
"5967","6368","mean.phylo",0.00103481420875299
"5968","6369","mean.phylo",0.00165609822006192
"5969","637","mean.phylo",0.00548448388828239
"5970","6370","mean.phylo",0.00406953767449059
"5971","6371","mean.phylo",0.00631207130883833
"5972","6372","mean.phylo",0.00338600603489663
"5973","6373","mean.phylo",0.0029995575563968
"5974","6374","mean.phylo",0.00222000364935425
"5975","6375","mean.phylo",0.00263049585199763
"5976","6376","mean.phylo",0.00486515576401189
"5977","6377","mean.phylo",0.00406496465865689
"5978","6378","mean.phylo",0.00205788754766574
"5979","6379","mean.phylo",0.00230593791267066
"5980","638","mean.phylo",0.00405862568270822
"5981","6380","mean.phylo",0.00624132708347377
"5982","6381","mean.phylo",0.00451622410630916
"5983","6382","mean.phylo",0.00164345582359455
"5984","6383","mean.phylo",0.00281195451772476
"5985","6384","mean.phylo",0.00228238014679851
"5986","6385","mean.phylo",0.00280291349933943
"5987","6386","mean.phylo",0.00312674460198604
"5988","6387","mean.phylo",0.00283239900885872
"5989","6388","mean.phylo",0.00292687056638903
"5990","6389","mean.phylo",0.00485972215651841
"5991","639","mean.phylo",0.00538911825199713
"5992","6390","mean.phylo",0.00224954480354912
"5993","6391","mean.phylo",0.00597626574765329
"5994","6392","mean.phylo",0.00488316426318488
"5995","6393","mean.phylo",0.00522597003801444
"5996","6394","mean.phylo",0.00863262839619093
"5997","6395","mean.phylo",0.00795833648949236
"5998","6396","mean.phylo",0.00912963375099075
"5999","6397","mean.phylo",0.00850112399518056
"6000","6398","mean.phylo",0.00415029467759947
"6001","6399","mean.phylo",0.0063899828781525
"6002","64","mean.phylo",0.00291114293576216
"6003","640","mean.phylo",0.00226225794505051
"6004","6400","mean.phylo",0.00574935153687569
"6005","6401","mean.phylo",0.0049939905441919
"6006","6402","mean.phylo",0.00396074404162193
"6007","6403","mean.phylo",0.00161113953153543
"6008","6404","mean.phylo",0.00179697233426021
"6009","6405","mean.phylo",0.00145634480766981
"6010","6406","mean.phylo",0.00253048930327591
"6011","6407","mean.phylo",0.00432864959939971
"6012","6408","mean.phylo",0.00336385094525989
"6013","6409","mean.phylo",0.00357526869188133
"6014","641","mean.phylo",0.00290716999366828
"6015","6410","mean.phylo",0.00271730679347769
"6016","6411","mean.phylo",0.000889509049005608
"6017","6412","mean.phylo",0.00454733333505131
"6018","6413","mean.phylo",0.0037275259683673
"6019","6414","mean.phylo",0.00303254621053503
"6020","6415","mean.phylo",0.00446778876850713
"6021","6416","mean.phylo",0.00698491061759541
"6022","6417","mean.phylo",0.00421174124804962
"6023","6418","mean.phylo",0.00295318553686278
"6024","6419","mean.phylo",0.00140713548149415
"6025","642","mean.phylo",0.00219860572767366
"6026","6420","mean.phylo",0.00223423860727157
"6027","6421","mean.phylo",0.0018154291789408
"6028","6422","mean.phylo",0.00513415030395199
"6029","6423","mean.phylo",0.00364710816304707
"6030","6424","mean.phylo",0.00469292421573805
"6031","6425","mean.phylo",0.0047337705334734
"6032","6426","mean.phylo",0.0042356754174274
"6033","6427","mean.phylo",0.00127185830406834
"6034","6428","mean.phylo",0.00372504340090974
"6035","6429","mean.phylo",0.00693348314354661
"6036","643","mean.phylo",0.00419861597963249
"6037","6430","mean.phylo",0.00569718789271278
"6038","6431","mean.phylo",0.00259352507309007
"6039","6432","mean.phylo",0.00304569830123881
"6040","6433","mean.phylo",0.00657552787997238
"6041","6434","mean.phylo",0.00140642908552365
"6042","6435","mean.phylo",0.00083115672876672
"6043","6436","mean.phylo",0.00137269699260953
"6044","6437","mean.phylo",0.00435060411348114
"6045","6438","mean.phylo",0.00560119971140232
"6046","6439","mean.phylo",0.00989970588635673
"6047","644","mean.phylo",0.00340550524147373
"6048","6440","mean.phylo",0.00672585534231862
"6049","6441","mean.phylo",0.00167339097032101
"6050","6442","mean.phylo",0.00329890282398981
"6051","6443","mean.phylo",0.00393019565584087
"6052","6444","mean.phylo",0.00787450387292613
"6053","6445","mean.phylo",0.0123682222363381
"6054","6446","mean.phylo",0.00633801572389347
"6055","6447","mean.phylo",0.00525338528742896
"6056","6448","mean.phylo",0.000641609484895432
"6057","6449","mean.phylo",0.00148642489492609
"6058","645","mean.phylo",0.0065100439328771
"6059","6450","mean.phylo",0.00440948326034582
"6060","6451","mean.phylo",0.00215231904647158
"6061","6452","mean.phylo",0.0033759618005952
"6062","6453","mean.phylo",0.00292138839697701
"6063","6454","mean.phylo",0.00142868777840423
"6064","6455","mean.phylo",0.00437559615660576
"6065","6456","mean.phylo",0.00486887178520041
"6066","6457","mean.phylo",0.00440448024151375
"6067","6458","mean.phylo",0.00357412903543237
"6068","6459","mean.phylo",0.00387047135968055
"6069","646","mean.phylo",0.00193561279847419
"6070","6460","mean.phylo",0.00612993694639616
"6071","6461","mean.phylo",0.00590798801278834
"6072","6462","mean.phylo",0.00250644855161743
"6073","6463","mean.phylo",0.00169887853751978
"6074","6464","mean.phylo",0.00280916660754071
"6075","6465","mean.phylo",0.00465474764439571
"6076","6466","mean.phylo",0.00790526553457165
"6077","6467","mean.phylo",0.00189738498664826
"6078","6468","mean.phylo",0.00208788921231154
"6079","6469","mean.phylo",0.00798576864166778
"6080","647","mean.phylo",0.00197929504793099
"6081","6470","mean.phylo",0.00681530588214215
"6082","6471","mean.phylo",0.00546527483617139
"6083","6472","mean.phylo",0.00484693209758303
"6084","6473","mean.phylo",0.00322545711628887
"6085","6474","mean.phylo",0.00828847589368103
"6086","6475","mean.phylo",0.00479850905185404
"6087","6476","mean.phylo",0.00240193693914143
"6088","6477","mean.phylo",0.00646699038075702
"6089","6478","mean.phylo",0.0055173410419337
"6090","6479","mean.phylo",0.00436480306810277
"6091","648","mean.phylo",0.00368845000930481
"6092","6480","mean.phylo",0.00324086910288272
"6093","6481","mean.phylo",0.00677771392224291
"6094","6482","mean.phylo",0.00266187951152114
"6095","6483","mean.phylo",0.00344089130912705
"6096","6484","mean.phylo",0.00654901257941143
"6097","6485","mean.phylo",0.00733436226780167
"6098","6486","mean.phylo",0.0073646269665354
"6099","6487","mean.phylo",0.00228338957266211
"6100","6488","mean.phylo",0.00246505584129114
"6101","6489","mean.phylo",0.00372091588549721
"6102","649","mean.phylo",0.00516842071608269
"6103","6490","mean.phylo",0.00386362827860952
"6104","6491","mean.phylo",0.00349091869770914
"6105","6492","mean.phylo",0.00376495692047967
"6106","6493","mean.phylo",0.00253093366764152
"6107","6494","mean.phylo",0.0022815599126024
"6108","6495","mean.phylo",0.00177324285185377
"6109","6496","mean.phylo",0.00163549899462629
"6110","6497","mean.phylo",0.00322920783992895
"6111","6498","mean.phylo",0.00239842351288305
"6112","6499","mean.phylo",0.00347310886732661
"6113","65","mean.phylo",0.00485772156267841
"6114","650","mean.phylo",0.00838843830191152
"6115","6500","mean.phylo",0.00572208992965087
"6116","6501","mean.phylo",0.00464404306780123
"6117","6502","mean.phylo",0.00724469684338575
"6118","6503","mean.phylo",0.00434750897752508
"6119","6504","mean.phylo",0.00472268741190647
"6120","6505","mean.phylo",0.0126964476306114
"6121","6506","mean.phylo",0.0129568473035924
"6122","6507","mean.phylo",0.0103736251687682
"6123","6508","mean.phylo",0.0168308517777892
"6124","6509","mean.phylo",0.0112658220040977
"6125","651","mean.phylo",0.00573665168654546
"6126","6510","mean.phylo",0.00398379957364167
"6127","6511","mean.phylo",0.00203117760685259
"6128","6512","mean.phylo",0.0028300924423849
"6129","6513","mean.phylo",0.00395464985548955
"6130","6514","mean.phylo",0.00540854864759327
"6131","6515","mean.phylo",0.00299750283388911
"6132","6516","mean.phylo",0.0055761490413892
"6133","6517","mean.phylo",0.00793194358941855
"6134","6518","mean.phylo",0.00289248248594098
"6135","6519","mean.phylo",0.00148988071884425
"6136","652","mean.phylo",0.00224147927659085
"6137","6520","mean.phylo",0.00254749984772943
"6138","6521","mean.phylo",0.00329995142507809
"6139","6522","mean.phylo",0.00769022465023248
"6140","6523","mean.phylo",0.0040580890347284
"6141","6524","mean.phylo",0.00173794300863676
"6142","6525","mean.phylo",0.00285755683657794
"6143","6526","mean.phylo",0.00507510311985495
"6144","6527","mean.phylo",0.00495403110958652
"6145","6528","mean.phylo",0.00439254173609995
"6146","6529","mean.phylo",0.00681103173435305
"6147","653","mean.phylo",0.00355099153355816
"6148","6530","mean.phylo",0.00433292548856665
"6149","6531","mean.phylo",0.00313439530180668
"6150","6532","mean.phylo",0.0013443806137235
"6151","6533","mean.phylo",0.0020461624604686
"6152","6534","mean.phylo",0.00210820416025768
"6153","6535","mean.phylo",0.00513398078775501
"6154","6536","mean.phylo",0.0033905206277827
"6155","6537","mean.phylo",0.00420088183172261
"6156","6538","mean.phylo",0.00247986535928926
"6157","6539","mean.phylo",0.00502365461911165
"6158","654","mean.phylo",0.00508119865956193
"6159","6540","mean.phylo",0.00275294515332611
"6160","6541","mean.phylo",0.0037981090631381
"6161","6542","mean.phylo",0.00418874448095645
"6162","6543","mean.phylo",0.0025110374532123
"6163","6544","mean.phylo",0.00682345577123731
"6164","6545","mean.phylo",0.00952088977456899
"6165","6546","mean.phylo",0.00591397776672267
"6166","6547","mean.phylo",0.00315241881611999
"6167","6548","mean.phylo",0.00286968459661654
"6168","6549","mean.phylo",0.00351951928739548
"6169","655","mean.phylo",0.00278906669430392
"6170","6550","mean.phylo",0.00522481261596451
"6171","6551","mean.phylo",0.00725578290413458
"6172","6552","mean.phylo",0.00400649029711991
"6173","6553","mean.phylo",0.00641902870985532
"6174","6554","mean.phylo",0.00458933539016859
"6175","6555","mean.phylo",0.00945720172927707
"6176","6556","mean.phylo",0.00903399365101456
"6177","6557","mean.phylo",0.00607465189109271
"6178","6558","mean.phylo",0.00671878661929403
"6179","6559","mean.phylo",0.00509780125858208
"6180","656","mean.phylo",0.00333782727447656
"6181","6560","mean.phylo",0.00234991648055591
"6182","6561","mean.phylo",0.00385826491897438
"6183","6562","mean.phylo",0.00368551762553806
"6184","6563","mean.phylo",0.00452081657887431
"6185","6564","mean.phylo",0.0044105952331442
"6186","6565","mean.phylo",0.00300806516728915
"6187","6566","mean.phylo",0.00211499632896153
"6188","6567","mean.phylo",0.00348946066729913
"6189","6568","mean.phylo",0.00280429119353397
"6190","6569","mean.phylo",0.00178477492149805
"6191","657","mean.phylo",0.00362774894287589
"6192","6570","mean.phylo",0.0020081775220601
"6193","6571","mean.phylo",0.00242112764907479
"6194","6572","mean.phylo",0.000811832389207188
"6195","6573","mean.phylo",0.00108588751745996
"6196","6574","mean.phylo",0.00195873011434298
"6197","6575","mean.phylo",0.00327199274806091
"6198","6576","mean.phylo",0.00311950279299727
"6199","6577","mean.phylo",0.00298543316241863
"6200","6578","mean.phylo",0.00298441919860158
"6201","6579","mean.phylo",0.00194768837276661
"6202","658","mean.phylo",0.00559914572815434
"6203","6580","mean.phylo",0.00680148883443918
"6204","6581","mean.phylo",0.00594578426780703
"6205","6582","mean.phylo",0.00361263140933418
"6206","6583","mean.phylo",0.00506112493322401
"6207","6584","mean.phylo",0.00419276569312521
"6208","6585","mean.phylo",0.0028650894580539
"6209","6586","mean.phylo",0.00502733918454917
"6210","6587","mean.phylo",0.00374765670018046
"6211","6588","mean.phylo",0.00677160312090038
"6212","6589","mean.phylo",0.00485681736120985
"6213","659","mean.phylo",0.00284982671491366
"6214","6590","mean.phylo",0.00696031588688591
"6215","6591","mean.phylo",0.00272290575199484
"6216","6592","mean.phylo",0.00187543115696278
"6217","6593","mean.phylo",0.00300279792004136
"6218","6594","mean.phylo",0.00277833950781124
"6219","6595","mean.phylo",0.00426445270590913
"6220","6596","mean.phylo",0.00403064818321233
"6221","6597","mean.phylo",0.00188063210613304
"6222","6598","mean.phylo",0.00463422024163533
"6223","6599","mean.phylo",0.00291825244827886
"6224","66","mean.phylo",0.0015306406895783
"6225","660","mean.phylo",0.00461216536377642
"6226","6600","mean.phylo",0.00762072102777565
"6227","6601","mean.phylo",0.00652996207569407
"6228","6602","mean.phylo",0.00327022502394185
"6229","6603","mean.phylo",0.00605713885698618
"6230","6604","mean.phylo",0.0081849824189729
"6231","6605","mean.phylo",0.00431740325068893
"6232","6606","mean.phylo",0.00282628378743253
"6233","6607","mean.phylo",0.00697648321972608
"6234","6608","mean.phylo",0.00950029319169679
"6235","6609","mean.phylo",0.00466731357811995
"6236","661","mean.phylo",0.0057949077474326
"6237","6610","mean.phylo",0.00537615774465984
"6238","6611","mean.phylo",0.00827362225454784
"6239","6612","mean.phylo",0.00739948696393908
"6240","6613","mean.phylo",0.00482089214350356
"6241","6614","mean.phylo",0.00394283325078904
"6242","6615","mean.phylo",0.00353859731257868
"6243","6616","mean.phylo",0.00274834137498576
"6244","6617","mean.phylo",0.00420118246048829
"6245","6618","mean.phylo",0.00397148917316338
"6246","6619","mean.phylo",0.00449000107684067
"6247","662","mean.phylo",0.00485934798243354
"6248","6620","mean.phylo",0.00323003101668362
"6249","6621","mean.phylo",0.0026557267987597
"6250","6622","mean.phylo",0.00690558067738976
"6251","6623","mean.phylo",0.00571353445841525
"6252","6624","mean.phylo",0.0028965602355875
"6253","6625","mean.phylo",0.00471205521012399
"6254","6626","mean.phylo",0.00442958651694457
"6255","6627","mean.phylo",0.005685997978621
"6256","6628","mean.phylo",0.00378972598174039
"6257","6629","mean.phylo",0.00483800675565198
"6258","663","mean.phylo",0.00254687805496241
"6259","6630","mean.phylo",0.00424986318498216
"6260","6631","mean.phylo",0.00218477889134655
"6261","6632","mean.phylo",0.0051032180063056
"6262","6633","mean.phylo",0.00515750092015872
"6263","6634","mean.phylo",0.00713051523983227
"6264","6635","mean.phylo",0.00733325257904917
"6265","6636","mean.phylo",0.00197381459179217
"6266","6637","mean.phylo",0.00220675789408352
"6267","6638","mean.phylo",0.00148721197819553
"6268","6639","mean.phylo",0.00238241662425853
"6269","664","mean.phylo",0.00291283402663147
"6270","6640","mean.phylo",0.0059728981393124
"6271","6641","mean.phylo",0.00536859453620399
"6272","6642","mean.phylo",0.00301178845865342
"6273","6643","mean.phylo",0.00390955254645198
"6274","6644","mean.phylo",0.00904145577825721
"6275","6645","mean.phylo",0.00337803452425904
"6276","6646","mean.phylo",0.0059707471106591
"6277","6647","mean.phylo",0.00308584877757511
"6278","6648","mean.phylo",0.00340819067654084
"6279","6649","mean.phylo",0.00628421722790369
"6280","665","mean.phylo",0.0032915349140847
"6281","6650","mean.phylo",0.00505886574008263
"6282","6651","mean.phylo",0.00631368209148674
"6283","6652","mean.phylo",0.00652659253264889
"6284","6653","mean.phylo",0.00524997784601341
"6285","6654","mean.phylo",0.00787565094462571
"6286","6655","mean.phylo",0.0103379977092509
"6287","6656","mean.phylo",0.00221635215903746
"6288","6657","mean.phylo",0.00407348055322028
"6289","6658","mean.phylo",0.00739453220834034
"6290","6659","mean.phylo",0.00651567884818041
"6291","666","mean.phylo",0.00192329751516225
"6292","6660","mean.phylo",0.00766530596728847
"6293","6661","mean.phylo",0.00556951229656648
"6294","6662","mean.phylo",0.00318628480639974
"6295","6663","mean.phylo",0.0031689097953726
"6296","6664","mean.phylo",0.00417867198276358
"6297","6665","mean.phylo",0.00398332840225948
"6298","6666","mean.phylo",0.00515446069318424
"6299","6667","mean.phylo",0.00659485394099029
"6300","6668","mean.phylo",0.00429544645848027
"6301","6669","mean.phylo",0.00186295926026253
"6302","667","mean.phylo",0.00468166619488039
"6303","6670","mean.phylo",0.00358521886478547
"6304","6671","mean.phylo",0.00292344515194899
"6305","6672","mean.phylo",0.00380130576052287
"6306","6673","mean.phylo",0.00252984039734172
"6307","6674","mean.phylo",0.00484787800216224
"6308","6675","mean.phylo",0.00655517339363827
"6309","6676","mean.phylo",0.007165965184209
"6310","6677","mean.phylo",0.00303032753503654
"6311","6678","mean.phylo",0.00279832354066009
"6312","6679","mean.phylo",0.00529128881581509
"6313","668","mean.phylo",0.00283373178070551
