"","Model name","Variable","Posterior mean","Lower 95% CI","Upper 95% CI","Effective sample size","pMCMC","Effect"
"IUCN.m.ci.var.3","IUCN conservation status - fluctuations CI weighted","Red.List.statusVulnerable",0.171309098239756,0.147852557733131,0.194792117516045,18589.2009024261,5.55555555555556e-05,"fixed"
"IUCN.m.ci.var.4","IUCN conservation status - fluctuations CI weighted","Red.List.statusEndangered",0.193555151098183,0.16472455670737,0.221931203239365,18000,5.55555555555556e-05,"fixed"
"IUCN.m.ci.var.5","IUCN conservation status - fluctuations CI weighted","Red.List.statusCritically endangered",0.193034668774761,0.15503413672559,0.230750336093479,17999.9999999999,5.55555555555556e-05,"fixed"
"IUCN.m.ci.var.6","IUCN conservation status - fluctuations CI weighted","units",0.0115314104238097,0.0110023736960818,0.012050096830591,17086.0604317265,NA,"residual"
"IUCN.m.se.1","IUCN conservation status - fluctuations SE","Red.List.statusLeast concern",0.118728031506348,0.112802880743402,0.124772627576021,18000,5.55555555555556e-05,"fixed"
"IUCN.m.se.2","IUCN conservation status - fluctuations SE","Red.List.statusNear threatened",0.135167893999824,0.114473739507957,0.155588514287956,18000.0000000001,5.55555555555556e-05,"fixed"
"IUCN.m.se.3","IUCN conservation status - fluctuations SE","Red.List.statusVulnerable",0.12696263627164,0.106568718663766,0.146659141803866,18000.0000000001,5.55555555555556e-05,"fixed"
"IUCN.m.se.4","IUCN conservation status - fluctuations SE","Red.List.statusEndangered",0.142958047475365,0.119060828787042,0.167216174362693,17999.9999999999,5.55555555555556e-05,"fixed"
"IUCN.m.se.5","IUCN conservation status - fluctuations SE","Red.List.statusCritically endangered",0.148958154169496,0.116321133136807,0.179764699576481,17444.4805028897,5.55555555555556e-05,"fixed"
"IUCN.m.se.6","IUCN conservation status - fluctuations SE","units",0.0119018946611595,0.0115005934290472,0.012316925613719,18000,NA,"residual"
"IUCN.m.sd.1","IUCN conservation status - fluctuations SD","Red.List.statusLeast concern",0.550254023865381,0.546298591294999,0.554219496902078,18000,5.55555555555556e-05,"fixed"
"IUCN.m.sd.2","IUCN conservation status - fluctuations SD","Red.List.statusNear threatened",0.575030819159782,0.56145219973223,0.588576386857312,18000.0000000001,5.55555555555556e-05,"fixed"
"IUCN.m.sd.3","IUCN conservation status - fluctuations SD","Red.List.statusVulnerable",0.572561663101148,0.559304535272531,0.58585509857221,17618.1005614507,5.55555555555556e-05,"fixed"
"IUCN.m.sd.4","IUCN conservation status - fluctuations SD","Red.List.statusEndangered",0.595944868836763,0.580143226470682,0.612536097934935,17999.9999999999,5.55555555555556e-05,"fixed"
"IUCN.m.sd.5","IUCN conservation status - fluctuations SD","Red.List.statusCritically endangered",0.604310239067713,0.582369824449415,0.625490122929477,17543.5418667454,5.55555555555556e-05,"fixed"
"IUCN.m.sd.6","IUCN conservation status - fluctuations SD","units",0.00781403668623309,0.00754081112680392,0.00807886428015675,17153.4403387029,NA,"residual"
"threat.type.m.1","IUCN threat type - mu","titleFishing & harvesting aquatic resources",0.00465545034656609,-0.000492452483740635,0.0101558897003997,18000,0.0854444444444444,"fixed"
"threat.type.m.2","IUCN threat type - mu","titleHunting & trapping terrestrial animals",0.00507678508016804,-0.000292609649477527,0.0104512967932351,18000,0.068111111111111,"fixed"
"threat.type.m.3","IUCN threat type - mu","titleAnnual & perennial non-timber crops",0.0054025899454668,-0.000410464170272462,0.0117273303767433,18000,0.0804444444444445,"fixed"
"threat.type.m.4","IUCN threat type - mu","titleIntentional use (species is the target)",0.00495324733026923,-0.000810877128969878,0.0107471472292673,18000,0.0920000000000001,"fixed"
"threat.type.m.5","IUCN threat type - mu","titleHabitat shifting & alteration",0.00496608737840841,-0.000962892972893314,0.0107342506398709,18000.0000000001,0.0983333333333334,"fixed"
"threat.type.m.6","IUCN threat type - mu","titleHousing & urban areas",0.0041061835079508,-0.00217053297092207,0.0106254842830822,17915.8064414099,0.209666666666667,"fixed"
"threat.type.m.7","IUCN threat type - mu","titleUnintentional effects: (large scale) [harvest]",0.00394035558691928,-0.00205583339266013,0.0101720185557497,19228.2576963599,0.205222222222222,"fixed"
"threat.type.m.8","IUCN threat type - mu","titleIntentional use: (subsistence/small scale) [harvest]",0.0046115834662583,-0.00224278200039407,0.0116240580427984,18423.2773022009,0.192444444444444,"fixed"
"threat.type.m.9","IUCN threat type - mu","titleAgricultural & forestry effluents",0.00452744338801229,-0.00181200343649834,0.0108078796947666,18000,0.153222222222222,"fixed"
"threat.type.m.10","IUCN threat type - mu","titleIntentional use: (large scale) [harvest]",0.00414301301546075,-0.00305446799757192,0.0111616930043965,17575.1053286565,0.256888888888889,"fixed"
"threat.type.m.11","IUCN threat type - mu","units",0.00368870376014711,0.00358577501341405,0.00379785097521887,18000.0000000001,NA,"residual"
"threat.n.m.1","IUCN threat number - mu","(Intercept)",0.00398480225216592,-0.00141111375705805,0.00924048206070438,18000.0000000001,0.144777777777778,"fixed"
"threat.n.m.2","IUCN threat number - mu","n",8.60868520443545e-05,-0.00039470627962146,0.000563186487852363,17999.9999999999,0.726222222222222,"fixed"
"threat.n.m.3","IUCN threat number - mu","units",0.00407034444561511,0.00385517820365876,0.00428468438325489,16083.937360103,NA,"residual"
"threat.type.m.sigma.1","IUCN threat type - fluctuations sigma","titleFishing & harvesting aquatic resources",0.0325352056053041,0.028474274193286,0.0367231259588152,17468.1688223683,5.55555555555556e-05,"fixed"
"threat.type.m.sigma.2","IUCN threat type - fluctuations sigma","titleHunting & trapping terrestrial animals",0.0333739976852848,0.0292714016104583,0.037535165756708,17546.730284965,5.55555555555556e-05,"fixed"
"threat.type.m.sigma.3","IUCN threat type - fluctuations sigma","titleAnnual & perennial non-timber crops",0.0333963802785102,0.0288970553738181,0.0380986040036078,17224.5303400637,5.55555555555556e-05,"fixed"
"threat.type.m.sigma.4","IUCN threat type - fluctuations sigma","titleIntentional use (species is the target)",0.0333107789152767,0.0290611489253934,0.0377600864267151,17999.9999999999,5.55555555555556e-05,"fixed"
"threat.type.m.sigma.5","IUCN threat type - fluctuations sigma","titleHabitat shifting & alteration",0.0321929206504178,0.0276818532729521,0.0366220047726529,17548.0251845724,5.55555555555556e-05,"fixed"
"threat.type.m.sigma.6","IUCN threat type - fluctuations sigma","titleHousing & urban areas",0.0341239515777748,0.0293914143549046,0.038861462220666,18000,5.55555555555556e-05,"fixed"
"threat.type.m.sigma.7","IUCN threat type - fluctuations sigma","titleUnintentional effects: (large scale) [harvest]",0.0326538938044052,0.0279903239934356,0.0371947055245982,17133.5637366592,5.55555555555556e-05,"fixed"
"threat.type.m.sigma.8","IUCN threat type - fluctuations sigma","titleIntentional use: (subsistence/small scale) [harvest]",0.0326442887321581,0.02754507685313,0.0377823861781508,18000.0000000001,5.55555555555556e-05,"fixed"
"threat.type.m.sigma.9","IUCN threat type - fluctuations sigma","titleAgricultural & forestry effluents",0.0327470849912489,0.0281497341784416,0.0373814918129938,17570.8876617473,5.55555555555556e-05,"fixed"
"threat.type.m.sigma.10","IUCN threat type - fluctuations sigma","titleIntentional use: (large scale) [harvest]",0.0323349927696228,0.0269683245860506,0.0374265992286382,18000.0000000001,5.55555555555556e-05,"fixed"
"threat.type.m.sigma.11","IUCN threat type - fluctuations sigma","units",0.00157642844099402,0.00153179753245144,0.00162155010172002,18000.0000000001,NA,"residual"
"threat.n.m.sigma.1","IUCN threat number - fluctuations sigma","(Intercept)",0.0291262513166303,0.0259286686414271,0.0322420993761625,17077.8684366608,5.55555555555556e-05,"fixed"
"threat.n.m.sigma.2","IUCN threat number - fluctuations sigma","n",0.000100662322141795,-0.000181958281245898,0.000366727326763794,18000,0.474777777777778,"fixed"
"threat.n.m.sigma.3","IUCN threat number - fluctuations sigma","units",0.0021621694594654,0.00204862967330153,0.00228392020258388,7021.44431826906,NA,"residual"
